"Cancer","Gene","correlation"
"Pancreatic Cancer","CTNNAL1",-0.000970978538046323
"Pancreatic Cancer","EIF4G1",-0.000970978538046323
"Pancreatic Cancer","ZNF208",-0.000970978538046323
"Pancreatic Cancer","SPRR2C",-0.000970978538046323
"Pancreatic Cancer","PDE4DIP",-0.000970978538046323
"Pancreatic Cancer","ATP2C1",-0.000970978538046323
"Pancreatic Cancer","SOX5",-0.000970978538046323
"Pancreatic Cancer","ARPC1A",-0.000970978538046323
"Pancreatic Cancer","RSF1",-0.000970978538046323
"Pancreatic Cancer","ORAI3",-0.000970978538046323
"Pancreatic Cancer","KRT15",-0.000970978538046323
"Pancreatic Cancer","PDPR",-0.000970978538046323
"Pancreatic Cancer","MDH1",-0.000970978538046323
"Pancreatic Cancer","WBSCR22",-0.000970978538046323
"Pancreatic Cancer","ABAT",-0.000970978538046323
"Pancreatic Cancer","DRD1",-0.000970978538046323
"Pancreatic Cancer","PRR11",-0.000970978538046323
"Pancreatic Cancer","DSE",-0.000970978538046323
"Pancreatic Cancer","SLC27A6",-0.000970978538046323
"Pancreatic Cancer","HNMT",-0.000970978538046323
"Pancreatic Cancer","CHRNB3",-0.000970978538046323
"Pancreatic Cancer","CHRNA6",-0.000970978538046323
"Pancreatic Cancer","DERA",-0.000970978538046323
"Pancreatic Cancer","SNX2",-0.000970978538046323
"Pancreatic Cancer","JMY",-0.000970978538046323
"Pancreatic Cancer","CDCA7",-0.000970978538046323
"Pancreatic Cancer","LETM2",-0.000970978538046323
"Pancreatic Cancer","UBE2S",-0.000970978538046323
"Pancreatic Cancer","UPB1",-0.000970978538046323
"Pancreatic Cancer","KLK8",-0.000970978538046323
"Pancreatic Cancer","KLK15",-0.000970978538046323
"Pancreatic Cancer","NPC1",-0.000970978538046323
"Pancreatic Cancer","IL22RA2",-0.000970978538046323
"Pancreatic Cancer","DLX6",-0.000970978538046323
"Pancreatic Cancer","SEMG2",-0.000970978538046323
"Pancreatic Cancer","UBL3",-0.000970978538046323
"Pancreatic Cancer","BMP8A",-0.000970978538046323
"Pancreatic Cancer","AKIP1",-0.000970978538046323
"Pancreatic Cancer","UPK1A",-0.000970978538046323
"Pancreatic Cancer","DNAH17",-0.000970978538046323
"Pancreatic Cancer","ICAM5",-0.000970978538046323
"Pancreatic Cancer","CHRNA1",-0.000970978538046323
"Pancreatic Cancer","CHRNA4",-0.000970978538046323
"Pancreatic Cancer","CHRNA7",-0.000970978538046323
"Pancreatic Cancer","SNN",-0.000970978538046323
"Pancreatic Cancer","PRRX2",-0.000970978538046323
"Pancreatic Cancer","TLX3",-0.000970978538046323
"Pancreatic Cancer","KIF26B",-0.000970978538046323
"Pancreatic Cancer","BBS5",-0.000970978538046323
"Pancreatic Cancer","GOSR1",-0.000970978538046323
"Pancreatic Cancer","PLN",-0.000970978538046323
"Pancreatic Cancer","RBM4",-0.000970978538046323
"Pancreatic Cancer","DMRT2",-0.000970978538046323
"Pancreatic Cancer","PHLDB2",-0.000970978538046323
"Pancreatic Cancer","CD1C",-0.000970978538046323
"Pancreatic Cancer","DDN",-0.000970978538046323
"Pancreatic Cancer","AIF1",-0.000970978538046323
"Pancreatic Cancer","SLC11A1",-0.000970978538046323
"Pancreatic Cancer","LOR",-0.000970978538046323
"Pancreatic Cancer","C15orf48",-0.000970978538046323
"Pancreatic Cancer","TMEM173",-0.000970978538046323
"Pancreatic Cancer","ATP1B2",-0.000970978538046323
"Pancreatic Cancer","ZBTB32",-0.000970978538046323
"Pancreatic Cancer","ACTA2",-0.000970978538046323
"Pancreatic Cancer","HNF1A-AS1",-0.000970978538046323
"Pancreatic Cancer","TMEM97",-0.000970978538046323
"Pancreatic Cancer","PAX1",-0.000970978538046323
"Pancreatic Cancer","ZNF582",-0.000970978538046323
"Pancreatic Cancer","BCL9",-0.000970978538046323
"Pancreatic Cancer","DPH1",-0.000970978538046323
"Pancreatic Cancer","ALDH3A2",-0.000970978538046323
"Pancreatic Cancer","OVCA2",-0.000970978538046323
"Pancreatic Cancer","ZNF18",-0.000970978538046323
"Pancreatic Cancer","ALG3",-0.000970978538046323
"Pancreatic Cancer","MT4",-0.000970978538046323
"Pancreatic Cancer","MT3",-0.000970978538046323
"Pancreatic Cancer","MYH6",-0.000970978538046323
"Pancreatic Cancer","MYH7",-0.000970978538046323
"Pancreatic Cancer","GZMB",-0.000970978538046323
"Pancreatic Cancer","HNF4G",-0.000970978538046323
"Pancreatic Cancer","RSRC2",-0.000970978538046323
"Pancreatic Cancer","CBX3",-0.000970978538046323
"Pancreatic Cancer","RHCG",-0.000970978538046323
"Pancreatic Cancer","MMP24",-0.000970978538046323
"Pancreatic Cancer","PARL",-0.000970978538046323
"Pancreatic Cancer","SCAP",-0.000970978538046323
"Pancreatic Cancer","B3GAT2",-0.000970978538046323
"Pancreatic Cancer","LLGL2",-0.000970978538046323
"Pancreatic Cancer","POLI",-0.000970978538046323
"Pancreatic Cancer","ZNF695",-0.000970978538046323
"Pancreatic Cancer","USP54",-0.000970978538046323
"Pancreatic Cancer","CNOT2",-0.000970978538046323
"Pancreatic Cancer","MUC21",-0.000970978538046323
"Pancreatic Cancer","ASPA",-0.000970978538046323
"Pancreatic Cancer","KCNK2",-0.000970978538046323
"Pancreatic Cancer","INSIG2",-0.000970978538046323
"Pancreatic Cancer","RGS1",-0.000970978538046323
"Pancreatic Cancer","CDC42EP3",-0.000970978538046323
"Pancreatic Cancer","GCH1",-0.000970978538046323
"Pancreatic Cancer","NR1D2",-0.000970978538046323
"Pancreatic Cancer","CMTM6",-0.000970978538046323
"Pancreatic Cancer","KCNK4",-0.000970978538046323
"Pancreatic Cancer","PHF2",-0.000970978538046323
"Pancreatic Cancer","SKAP2",-0.000970978538046323
"Pancreatic Cancer","TMIGD2",-0.000970978538046323
"Pancreatic Cancer","CKAP5",-0.000970978538046323
"Pancreatic Cancer","DOCK2",-0.000970978538046323
"Pancreatic Cancer","COX4I1",-0.000970978538046323
"Pancreatic Cancer","PIK3R4",-0.000970978538046323
"Pancreatic Cancer","DAK",-0.000970978538046323
"Pancreatic Cancer","KERA",-0.000970978538046323
"Pancreatic Cancer","HOXC4",-0.000970978538046323
"Pancreatic Cancer","HOXC9",-0.000970978538046323
"Pancreatic Cancer","MAN2A1",-0.000970978538046323
"Pancreatic Cancer","ELF5",-0.000970978538046323
"Pancreatic Cancer","EMILIN2",-0.000970978538046323
"Pancreatic Cancer","SNX10",-0.000970978538046323
"Pancreatic Cancer","WDR72",-0.000970978538046323
"Pancreatic Cancer","CHST2",-0.000970978538046323
"Pancreatic Cancer","TREM2",-0.000970978538046323
"Pancreatic Cancer","KCNJ8",-0.000970978538046323
"Pancreatic Cancer","ASCC1",-0.000970978538046323
"Pancreatic Cancer","NTM",-0.000970978538046323
"Pancreatic Cancer","SHF",-0.000970978538046323
"Pancreatic Cancer","RFC5",-0.000970978538046323
"Pancreatic Cancer","CDCA3",-0.000970978538046323
"Pancreatic Cancer","THSD4",-0.000970978538046323
"Pancreatic Cancer","UCP1",-0.000970978538046323
"Pancreatic Cancer","AKAP4",-0.000970978538046323
"Pancreatic Cancer","ICT1",-0.000970978538046323
"Pancreatic Cancer","ERO1L",-0.000970978538046323
"Pancreatic Cancer","AFAP1",-0.000970978538046323
"Pancreatic Cancer","LAPTM4A",-0.000970978538046323
"Pancreatic Cancer","BRDT",-0.000970978538046323
"Pancreatic Cancer","SSX4",-0.000970978538046323
"Pancreatic Cancer","BRD2",-0.000970978538046323
"Pancreatic Cancer","PDAP1",-0.000970978538046323
"Pancreatic Cancer","AHNAK2",-0.000970978538046323
"Pancreatic Cancer","KRT81",-0.000970978538046323
"Pancreatic Cancer","ACOT8",-0.000970978538046323
"Pancreatic Cancer","MYL12B",-0.000970978538046323
"Pancreatic Cancer","DDX46",-0.000970978538046323
"Pancreatic Cancer","MIR326",-0.000970978538046323
"Pancreatic Cancer","SUSD2",-0.000970978538046323
"Pancreatic Cancer","LINC-ROR",-0.000970978538046323
"Pancreatic Cancer","ANGPTL3",-0.000970978538046323
"Pancreatic Cancer","KCNH7",-0.000970978538046323
"Pancreatic Cancer","ZFHX4",-0.000970978538046323
"Pancreatic Cancer","DNAH5",-0.000970978538046323
"Pancreatic Cancer","SPHKAP",-0.000970978538046323
"Pancreatic Cancer","CD1B",-0.000970978538046323
"Pancreatic Cancer","CARS",-0.000970978538046323
"Pancreatic Cancer","PPBP",-0.000970978538046323
"Pancreatic Cancer","PIGS",-0.000970978538046323
"Pancreatic Cancer","GLCE",-0.000970978538046323
"Pancreatic Cancer","ADAMTS17",-0.000970978538046323
"Pancreatic Cancer","ADAMTS19",-0.000970978538046323
"Pancreatic Cancer","PRG2",-0.000970978538046323
"Pancreatic Cancer","PSME3",-0.000970978538046323
"Pancreatic Cancer","RAET1E",-0.000970978538046323
"Pancreatic Cancer","KIR2DS4",-0.000970978538046323
"Pancreatic Cancer","DPP10",-0.000970978538046323
"Pancreatic Cancer","CDHR5",-0.000970978538046323
"Pancreatic Cancer","GTF2H5",-0.000970978538046323
"Pancreatic Cancer","ANK1",-0.000970978538046323
"Pancreatic Cancer","ASGR1",-0.000970978538046323
"Pancreatic Cancer","CASP2",-0.000970978538046323
"Pancreatic Cancer","MEF2B",-0.000970978538046323
"Pancreatic Cancer","HOXA4",-0.000970978538046323
"Pancreatic Cancer","GJA8",-0.000970978538046323
"Pancreatic Cancer","KIR2DL1",-0.000970978538046323
"Pancreatic Cancer","MARK4",-0.000970978538046323
"Pancreatic Cancer","LRRFIP1",-0.000970978538046323
"Pancreatic Cancer","GDF11",-0.000970978538046323
"Pancreatic Cancer","SETMAR",-0.000970978538046323
"Pancreatic Cancer","SDCBP2",-0.000970978538046323
"Pancreatic Cancer","NLRP6",-0.000970978538046323
"Pancreatic Cancer","TRIO",-0.000970978538046323
"Pancreatic Cancer","EPRS",-0.000970978538046323
"Pancreatic Cancer","TIMELESS",-0.000970978538046323
"Pancreatic Cancer","SCGB1A1",-0.000970978538046323
"Pancreatic Cancer","SETDB2",-0.000970978538046323
"Pancreatic Cancer","PBDC1",-0.000970978538046323
"Pancreatic Cancer","ELF2",-0.000970978538046323
"Pancreatic Cancer","SPIC",-0.000970978538046323
"Pancreatic Cancer","KRT2",-0.000970978538046323
"Pancreatic Cancer","GSTM4",-0.000970978538046323
"Pancreatic Cancer","OAS2",-0.000970978538046323
"Pancreatic Cancer","KLHL11",-0.000970978538046323
"Pancreatic Cancer","MAGOH",-0.000970978538046323
"Pancreatic Cancer","NMBR",-0.000970978538046323
"Pancreatic Cancer","RHOQ",-0.000970978538046323
"Pancreatic Cancer","KIF5B",-0.000970978538046323
"Pancreatic Cancer","PINK1",-0.000970978538046323
"Pancreatic Cancer","TREX2",-0.000970978538046323
"Pancreatic Cancer","LAMB4",-0.000970978538046323
"Pancreatic Cancer","LAMC3",-0.000970978538046323
"Pancreatic Cancer","FANCM",-0.000970978538046323
"Pancreatic Cancer","CERS5",-0.000970978538046323
"Pancreatic Cancer","ZNF346",-0.000970978538046323
"Pancreatic Cancer","ACP1",-0.000970978538046323
"Pancreatic Cancer","TLE6",-0.000970978538046323
"Pancreatic Cancer","IRX5",-0.000970978538046323
"Pancreatic Cancer","RERE",-0.000970978538046323
"Pancreatic Cancer","SLC39A8",-0.000970978538046323
"Pancreatic Cancer","KIF13B",-0.000970978538046323
"Pancreatic Cancer","ZFP36",-0.000970978538046323
"Pancreatic Cancer","MAOB",-0.000970978538046323
"Pancreatic Cancer","TPM2",-0.000970978538046323
"Pancreatic Cancer","RPS6KA4",-0.000970978538046323
"Pancreatic Cancer","CIDEB",-0.000970978538046323
"Pancreatic Cancer","DHX36",-0.000970978538046323
"Pancreatic Cancer","AKAP9",-0.000970978538046323
"Pancreatic Cancer","RD3",-0.000970978538046323
"Pancreatic Cancer","CA14",-0.000970978538046323
"Pancreatic Cancer","CD200R1",-0.000970978538046323
"Pancreatic Cancer","LMOD1",-0.000970978538046323
"Pancreatic Cancer","PPP1R12B",-0.000970978538046323
"Pancreatic Cancer","HBP1",-0.000970978538046323
"Pancreatic Cancer","TTYH2",-0.000970978538046323
"Pancreatic Cancer","PPIL1",-0.000970978538046323
"Pancreatic Cancer","PITPNA",-0.000970978538046323
"Pancreatic Cancer","GLT1D1",-0.000970978538046323
"Pancreatic Cancer","MRGPRX4",-0.000970978538046323
"Pancreatic Cancer","WBP5",-0.000970978538046323
"Pancreatic Cancer","RPS6KL1",-0.000970978538046323
"Pancreatic Cancer","TCEAL6",-0.000970978538046323
"Pancreatic Cancer","DCAF12L2",-0.000970978538046323
"Pancreatic Cancer","RANBP2",-0.000970978538046323
"Pancreatic Cancer","HS3ST4",-0.000970978538046323
"Pancreatic Cancer","PRRG1",-0.000970978538046323
"Pancreatic Cancer","BACH2",-0.000970978538046323
"Pancreatic Cancer","PARP6",-0.000970978538046323
"Pancreatic Cancer","CASP12",-0.000970978538046323
"Pancreatic Cancer","LIG4",-0.000970978538046323
"Pancreatic Cancer","SH3GL1",-0.000970978538046323
"Pancreatic Cancer","CASC5",-0.000970978538046323
"Pancreatic Cancer","NME4",-0.000970978538046323
"Pancreatic Cancer","MFF",-0.000970978538046323
"Pancreatic Cancer","CCDC26",-0.000970978538046323
"Pancreatic Cancer","SRP19",-0.000970978538046323
"Pancreatic Cancer","SLC39A10",-0.000970978538046323
"Pancreatic Cancer","NRARP",-0.000970978538046323
"Pancreatic Cancer","PTPRM",-0.000970978538046323
"Pancreatic Cancer","PTPRS",-0.000970978538046323
"Pancreatic Cancer","GNA13",-0.000970978538046323
"Pancreatic Cancer","AAMP",-0.000970978538046323
"Pancreatic Cancer","PRR5",-0.000970978538046323
"Pancreatic Cancer","ALDH6A1",-0.000970978538046323
"Pancreatic Cancer","MIR211",-0.000970978538046323
"Pancreatic Cancer","DAZL",-0.000970978538046323
"Pancreatic Cancer","EYA2",-0.000970978538046323
"Pancreatic Cancer","HEPHL1",-0.000970978538046323
"Pancreatic Cancer","ACO1",-0.000970978538046323
"Pancreatic Cancer","PDIK1L",-0.000970978538046323
"Pancreatic Cancer","UBXN2A",-0.000970978538046323
"Pancreatic Cancer","FAM3D",-0.000970978538046323
"Pancreatic Cancer","ENAM",-0.000970978538046323
"Pancreatic Cancer","AMELX",-0.000970978538046323
"Pancreatic Cancer","MMP20",-0.000970978538046323
"Pancreatic Cancer","NHSL1",-0.000970978538046323
"Pancreatic Cancer","ADSL",-0.000970978538046323
"Pancreatic Cancer","KDM6B",-0.000970978538046323
"Pancreatic Cancer","CPSF6",-0.000970978538046323
"Pancreatic Cancer","NRM",-0.000970978538046323
"Pancreatic Cancer","RIF1",-0.000970978538046323
"Pancreatic Cancer","RPS23",-0.000970978538046323
"Pancreatic Cancer","HERC1",-0.000970978538046323
"Pancreatic Cancer","PIK3C2B",-0.000970978538046323
"Pancreatic Cancer","ARHGEF12",-0.000970978538046323
"Pancreatic Cancer","DBI",-0.000970978538046323
"Pancreatic Cancer","UBE2N",-0.000970978538046323
"Pancreatic Cancer","TP53TG1",-0.000970978538046323
"Pancreatic Cancer","GNB4",-0.000970978538046323
"Pancreatic Cancer","HAX1",-0.000970978538046323
"Pancreatic Cancer","OBSCN",-0.000970978538046323
"Pancreatic Cancer","RPL32",-0.000970978538046323
"Pancreatic Cancer","PRPS2",-0.000970978538046323
"Pancreatic Cancer","CLK4",-0.000970978538046323
"Pancreatic Cancer","CAB39",-0.000970978538046323
"Pancreatic Cancer","MCUR1",-0.000970978538046323
"Pancreatic Cancer","CLDN12",-0.000970978538046323
"Pancreatic Cancer","LRCH1",-0.000970978538046323
"Pancreatic Cancer","UPK3A",-0.000970978538046323
"Pancreatic Cancer","RNF216",-0.000970978538046323
"Pancreatic Cancer","MGAM",-0.000970978538046323
"Pancreatic Cancer","GNB5",-0.000970978538046323
"Pancreatic Cancer","ARHGEF17",-0.000970978538046323
"Pancreatic Cancer","ADCY9",-0.000970978538046323
"Pancreatic Cancer","MYH1",-0.000970978538046323
"Pancreatic Cancer","ABCA10",-0.000970978538046323
"Pancreatic Cancer","ABCA6",-0.000970978538046323
"Pancreatic Cancer","ABCA9",-0.000970978538046323
"Pancreatic Cancer","NCBP1",-0.000970978538046323
"Pancreatic Cancer","VPS52",-0.000970978538046323
"Pancreatic Cancer","MATR3",-0.000970978538046323
"Pancreatic Cancer","GNL2",-0.000970978538046323
"Pancreatic Cancer","COX7C",-0.000970978538046323
"Pancreatic Cancer","DPPA2",-0.000970978538046323
"Pancreatic Cancer","PPM1H",-0.000970978538046323
"Pancreatic Cancer","RPL7A",-0.000970978538046323
"Pancreatic Cancer","MEPE",-0.000970978538046323
"Pancreatic Cancer","BCHE",-0.000970978538046323
"Pancreatic Cancer","TUFM",-0.000970978538046323
"Pancreatic Cancer","TNNC1",-0.000970978538046323
"Pancreatic Cancer","ESRRB",-0.000970978538046323
"Pancreatic Cancer","C1S",-0.000970978538046323
"Pancreatic Cancer","TRGV2",-0.000970978538046323
"Pancreatic Cancer","SLC2A8",-0.000970978538046323
"Pancreatic Cancer","SLC2A9",-0.000970978538046323
"Pancreatic Cancer","SLC2A10",-0.000970978538046323
"Pancreatic Cancer","KCNA1",-0.000970978538046323
"Pancreatic Cancer","RPL10A",-0.000970978538046323
"Pancreatic Cancer","EPM2AIP1",-0.000970978538046323
"Pancreatic Cancer","PLIN3",-0.000970978538046323
"Pancreatic Cancer","USP28",-0.000970978538046323
"Pancreatic Cancer","HAT1",-0.000970978538046323
"Pancreatic Cancer","PDE3B",-0.000970978538046323
"Pancreatic Cancer","SDCCAG3",-0.000970978538046323
"Pancreatic Cancer","OTX2",-0.000970978538046323
"Pancreatic Cancer","SPINK4",-0.000970978538046323
"Pancreatic Cancer","ITPKC",-0.000970978538046323
"Pancreatic Cancer","DGKE",-0.000970978538046323
"Pancreatic Cancer","DPY19L1",-0.000970978538046323
"Pancreatic Cancer","KIAA0753",-0.000970978538046323
"Pancreatic Cancer","PPP6R2",-0.000970978538046323
"Pancreatic Cancer","LNX2",-0.000970978538046323
"Pancreatic Cancer","GPR180",-0.000970978538046323
"Pancreatic Cancer","POLR1D",-0.000970978538046323
"Pancreatic Cancer","WNK4",-0.000970978538046323
"Pancreatic Cancer","SLC4A7",-0.000970978538046323
"Pancreatic Cancer","RHOBTB1",-0.000970978538046323
"Pancreatic Cancer","ARHGAP11A",-0.000970978538046323
"Pancreatic Cancer","ZAP70",-0.000970978538046323
"Pancreatic Cancer","TTC28",-0.000970978538046323
"Pancreatic Cancer","NWD2",-0.000970978538046323
"Pancreatic Cancer","NWD1",-0.000970978538046323
"Pancreatic Cancer","KRT10",-0.000970978538046323
"Pancreatic Cancer","DAO",-0.000970978538046323
"Pancreatic Cancer","CDHR2",-0.000970978538046323
"Pancreatic Cancer","ITGB3BP",-0.000970978538046323
"Pancreatic Cancer","TBXAS1",-0.000970978538046323
"Pancreatic Cancer","RALY",-0.000970978538046323
"Pancreatic Cancer","MIR186",-0.000970978538046323
"Pancreatic Cancer","LMAN1",-0.000970978538046323
"Pancreatic Cancer","IL17C",-0.000970978538046323
"Pancreatic Cancer","ITGB7",-0.000970978538046323
"Pancreatic Cancer","UPP1",-0.000970978538046323
"Pancreatic Cancer","ZDHHC9",-0.000970978538046323
"Pancreatic Cancer","RAPGEF2",-0.000970978538046323
"Pancreatic Cancer","ITGAM",-0.000970978538046323
"Pancreatic Cancer","PEBP4",-0.000970978538046323
"Pancreatic Cancer","VWA5A",-0.000970978538046323
"Pancreatic Cancer","ADAM19",-0.000970978538046323
"Pancreatic Cancer","RABGAP1",-0.000970978538046323
"Pancreatic Cancer","POLR2F",-0.000970978538046323
"Pancreatic Cancer","SLC6A14",-0.000970978538046323
"Pancreatic Cancer","EVI2B",-0.000970978538046323
"Pancreatic Cancer","CLCA2",-0.000970978538046323
"Pancreatic Cancer","CLCA1",-0.000970978538046323
"Pancreatic Cancer","DUSP11",-0.000970978538046323
"Pancreatic Cancer","POU2AF1",-0.000970978538046323
"Pancreatic Cancer","P2RY12",-0.000970978538046323
"Pancreatic Cancer","E2F7",-0.000970978538046323
"Pancreatic Cancer","MIR542",-0.000970978538046323
"Pancreatic Cancer","APCDD1",-0.000970978538046323
"Pancreatic Cancer","EIF3M",-0.000970978538046323
"Pancreatic Cancer","WDR77",-0.000970978538046323
"Pancreatic Cancer","REV1",-0.000970978538046323
"Pancreatic Cancer","RPLP1",-0.000970978538046323
"Pancreatic Cancer","ARNTL2",-0.000970978538046323
"Pancreatic Cancer","THBS4",-0.000970978538046323
"Pancreatic Cancer","ADCY5",-0.000970978538046323
"Pancreatic Cancer","BFAR",-0.000970978538046323
"Pancreatic Cancer","GOLPH3L",-0.000970978538046323
"Pancreatic Cancer","NR2F2",-0.000970978538046323
"Pancreatic Cancer","NEK11",-0.000970978538046323
"Pancreatic Cancer","POLD3",-0.000970978538046323
"Pancreatic Cancer","SHROOM2",-0.000970978538046323
"Pancreatic Cancer","SNED1",-0.000970978538046323
"Pancreatic Cancer","PFKFB1",-0.000970978538046323
"Pancreatic Cancer","RAET1G",-0.000970978538046323
"Pancreatic Cancer","KCTD12",-0.000970978538046323
"Pancreatic Cancer","SYN1",-0.000970978538046323
"Pancreatic Cancer","CLN3",-0.000970978538046323
"Pancreatic Cancer","SRSF4",-0.000970978538046323
"Pancreatic Cancer","SRSF5",-0.000970978538046323
"Pancreatic Cancer","GLIPR1",-0.000970978538046323
"Pancreatic Cancer","LRRC4",-0.000970978538046323
"Pancreatic Cancer","GZMA",-0.000970978538046323
"Pancreatic Cancer","ITCH",-0.000970978538046323
"Pancreatic Cancer","UPF2",-0.000970978538046323
"Pancreatic Cancer","AMOT",-0.000970978538046323
"Pancreatic Cancer","MXD1",-0.000970978538046323
"Pancreatic Cancer","GATC",-0.000970978538046323
"Pancreatic Cancer","GALP",-0.000970978538046323
